,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
2793,5,,True,"12 24, 2017",A1DJ4YBP7E42M7,B000142FVW,C. Matthew,My favorite. Get lots of complements.,Five Stars,1514073600,"{'Color:': "" Nomad's Dream""}",
2794,1,,True,"12 23, 2017",A1VXQ3POU556TG,B000142FVW,Fefe,I ordered Mod About You and what I received was not the correct color.  This polish is A LOT darker than the authentic OPI.,What the heck?!!!!!,1513987200,{'Color:': ' Mod About You'},"['https://images-na.ssl-images-amazon.com/images/I/61j73Ky9g1L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61naSTrZ1aL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61VKv-NXEXL._SY88.jpg']"
2795,5,2,True,"12 22, 2017",AT4Q7879EEWFB,B000142FVW,T,"Used this color for my wedding. LOVE IT! Almost a mauvey/pink color, not too light or too pink. Very classy.

If you've used OPI before, you know it's one of the most high quality nail polishes you can get. Lasts forever, doesn't chip. Check out the pics and see if it's the color for you!",Love the color! See pics to see if it's what you want.,1513900800,{'Color:': ' Barefoot in Barcelona'},"['https://images-na.ssl-images-amazon.com/images/I/61IPUU5O1mL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71iUTWBB81L._SY88.jpg']"
2796,5,,False,"12 21, 2017",A5HVAEE8IMP8G,B000142FVW,Katie,I absolutely love the color. Its just the red Ive been looking for. This formula stays well on my nails which is great because I use my hands all day for work. Its so shiny that I don't need a top coat like most other polishes. I will be getting the nude colors next! Thank you OPI!,"Vibrant color, long wear",1513814400,{'Color:': ' Color So Hot It Berns'},
2797,1,,True,"12 21, 2017",ATSIQXIPOTK0N,B000142FVW,Guest,The polish i received has to be at least 2 years old. Quite clumpy,Old thick polish,1513814400,{'Color:': ' Mimosas For Mr. & Mrs.'},
2798,5,,True,"12 20, 2017",ANEQMLN9U41ZD,B000142FVW,Janice Honore,Beautiful color.,Five Stars,1513728000,{'Color:': ' Samoan Sand'},
2799,5,,True,"12 18, 2017",A4KFV1CW66P2Z,B000142FVW,Amazon Customer,Beautiful color.  Dries fast.,Five Stars,1513555200,{'Color:': ' AmazON...AmazOFF'},
2800,5,,True,"12 17, 2017",ABKCVQL1Y79MN,B000142FVW,Captain Blackout,"I was bored so I bought this stuff and painted my toe nails. Went on easy and man does it have staying power. I don't have any nail polish remover, so now my toe nails are just black. Shiny, but black. I feel like the Krampus.",I was bored so I bought this stuff and painted my toe ...,1513468800,{'Color:': ' Black Onyx'},
2801,3,,True,"12 17, 2017",AR01V9Q3P2K51,B000142FVW,DIANE K,I was looking for a polish that was more on the coral side. This was very red,Color was not as expected,1513468800,{'Color:': ' Color So Hot It Berns'},
2802,3,,True,"12 16, 2017",A2HR3U3L2HNYFL,B000142FVW,Amy Young,Requires too many coats to get a good look in my opinion.,Three Stars,1513382400,{'Color:': ' Funny Bunny'},
2803,5,,True,"12 16, 2017",AAGLY2QO28VYX,B000142FVW,Scotty,Great for toes!,Five Stars,1513382400,{'Color:': ' Black Onyx'},
2804,3,,True,"12 16, 2017",A71RREY8D0I70,B000142FVW,Amazon Customer,"I usually do not wear nail polish, but when I do OPI is the brand I choose.  Looks great, covers perfectly and doesn't chip easily.  Loved the white nails for my costume.","Looks great, covers perfectly and doesn't chip easily",1513382400,{'Color:': ' Alpine Snow'},
2805,5,,True,"12 16, 2017",A2IUYKHI8K4VWJ,B000142FVW,MAXIMUS,Excellent product,Five Stars,1513382400,{'Color:': ' Barefoot in Barcelona'},
2806,5,,True,"12 15, 2017",A4TF7Q0P0MLUV,B000142FVW,LIZZYD,"Love this red, great color for the holidays :)",Five Stars,1513296000,{'Color:': ' Got the Blues for Red'},
2807,1,,True,"12 15, 2017",A25LFAHY54S1QK,B000142FVW,Nadya_Rus,All items arrived distroyed. Expecting replacement. Thank you.,One Star,1513296000,"{'Color:': "" It's a Boy!""}","['https://images-na.ssl-images-amazon.com/images/I/718RZkN2tAL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71JWTHMJOrL._SY88.jpg']"
2808,5,,True,"12 13, 2017",AZM104J8KW9D0,B000142FVW,Harrison Family,"I'm generally a natural-nails kinda gal, but when I dress-up I like a bit of polish and this is it.  I take it to the nail salon because I can never seem to find just the right pale, sheer pink in their stash. I ask for a clear base coat, one coat of this color (""It's A Girl""), and a gel top coat. It is a beautiful sheer polish that will last a full week or longer when done this way.   ",Perfectly beautiful sheer pink polish!,1513123200,"{'Color:': "" It's a Girl!""}",
2809,1,,True,"12 11, 2017",ACCJKN44OV8AW,B000142FVW,MidLife Introvert,"This is not the rea OPI nail polish! As soon as I opened the box I knew something seemed off. When I opened it up, the smell and brush, I knew right away this wasn't authentic OPI polish. STAY AWAY!",FRADULENT ITEM,1512950400,{'Color:': ' Barefoot in Barcelona'},
2810,3,,True,"12 11, 2017",AX8P1KJ8IFHSD,B000142FVW,Joyce A. Long,The consistency of this product makes me think its very old!,Three Stars,1512950400,{'Color:': ' Chicago Champagne Toast'},
2811,5,,True,"12 11, 2017",AMH2WKVJ8YPEN,B000142FVW,Carol Frank,it arrived on time and was the correct order.,Five Stars,1512950400,{'Color:': ' Danke-Shiny Red'},
2812,4,,False,"12 11, 2017",A1N3Y7385GDP0,B000142FVW,Amazon Customer,muy bueno,Four Stars,1512950400,{'Color:': ' I Am What I Amethyst'},
2813,4,,False,"12 10, 2017",AR8EHE9I61HP6,B000142FVW,Cici,Coworker's xmas gift.,Four Stars,1512864000,{'Color:': ' Lucky Lucky Lavender'},
2814,1,,True,"12 9, 2017",A2C6XNIMDSUKK4,B000142FVW,Jeeva Priya,One star is just for the color. Needs lot of multiple coating as the polish runs like a water. Disappointed!!!,Thin liquid,1512777600,{'Color:': ' Life Gave Me Lemons'},
2815,4,,True,"12 9, 2017",A2NLCS7QPZCUV8,B000142FVW,T C,Came well wrapped! Please excuse the condition of my nails lol Cant wait to paint my toes!,Nice color,1512777600,{'Color:': ' Barefoot in Barcelona'},"['https://images-na.ssl-images-amazon.com/images/I/71dwMJ8GpNL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/617sTpJMNEL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71v5ziEZsSL._SY88.jpg']"
2816,1,,True,"12 9, 2017",A2GV9H5E76ELID,B000142FVW,angela milana,"Been using Tutti Frutti Tonga for years. This is NOT Tutti Frutti Tonga. What I received was a very bright, brassy pink polish. Buyer Beware!",Not as advertised!,1512777600,{'Color:': ' Tutti Frutti Tonga'},
2817,5,,True,"12 9, 2017",A35GU5J8XTV3BN,B000142FVW,AmazonFan,Beautiful neutral color for every occasion-bubble bath,Five Stars,1512777600,{'Color:': ' Bubble Bath'},
2818,5,,True,"12 8, 2017",A32VI679AGH4MY,B000142FVW,Tina Branford,"Tutti Frutti Tonga is such a CUTE color!! Nail polish is great quality, goes on easy, lovely color.","Nail polish is great quality, goes on easy",1512691200,{'Color:': ' Tutti Frutti Tonga'},
2819,5,,True,"12 8, 2017",A1KCHM2NLFLI3J,B000142FVW,Shmily,Love Hawaiian Orchid.  Absolutely pretty.,Pretty in Pink,1512691200,{'Color:': ' Hawaiian Orchid'},
2820,5,,True,"12 8, 2017",A224HISZT735C3,B000142FVW,js,great price and beautiful trendy color,Five Stars,1512691200,{'Color:': ' Lincoln Park After Dark'},
2821,5,,True,"12 7, 2017",A1437PE4UV6I0Q,B000142FVW,Candice Machuca ,Best brand of nail polish and stays on for a long time. Dries fast and goes on smooth. Will continue to purchase this brand.,Best brand of nail polish and stays on for a ...,1512604800,{'Color:': ' Lucky Lucky Lavender'},
2822,5,,True,"12 7, 2017",A2TRXN2BGC82UY,B000142FVW,Kindle Customer,Just love this polish!!  No one can tell when my nails grow out!,Five Stars,1512604800,{'Color:': ' Pirouette My Whistle'},
2823,5,,True,"12 7, 2017",A6SNPAA9IJ6W5,B000142FVW,Sue Duhr,"exactly what I wanted, color is almost black, very dark purple in my opinion",Five Stars,1512604800,{'Color:': ' Russian Navy'},
2824,5,,True,"12 7, 2017",A33VWZ6Q2TMOZ4,B000142FVW,Megan,Great color for fall/winter - I love OPI!,Great color for fall/winter!,1512604800,{'Color:': ' Chick Flick Cherry'},
2825,5,,True,"12 7, 2017",AUPUDYKYU6431,B000142FVW,Annie,Beautiful color!,Five Stars,1512604800,{'Color:': ' I Sea You Wear OPI'},
2826,2,,True,"12 4, 2017",A19M4TTH0QTTZP,B000142FVW,Amazon Customer,The shade of color is not the same from the images,Two Stars,1512345600,{'Color:': ' In the Cable Car-Pool Lane'},
2827,4,,True,"12 3, 2017",A2OJ6IBSNP4F4K,B000142FVW,Whitney Conrad,"Looks a bit more gray in person, but I love it.",but I love it.,1512259200,{'Color:': ' Berlin There Done That'},
2828,5,,True,"12 1, 2017",A3V1JHRWLS1YLT,B000142FVW,Becky D. Rogers,Love this color.,Ok Nomad dream nail polish,1512086400,"{'Color:': "" Nomad's Dream""}",
2829,4,,True,"12 1, 2017",A31VDU25S02C9F,B000142FVW,Sj,This is more of a blue-grey,More of a blue-grey than blue,1512086400,{'Color:': ' I Am What I Amethyst'},
2830,5,,True,"11 30, 2017",A1LXDNWU5RRN1V,B000142FVW,Tuckergirl,My new everyday color.,Five Stars,1512000000,{'Color:': ' Put it in Nuetral'},
2831,4,,True,"11 30, 2017",A2049GYBQ0EOA,B000142FVW,Badger,Nice bright color.,Four Stars,1512000000,{'Color:': ' California Raspberry'},
2832,5,4,True,"09 8, 2011",A18BOLFX2QOJZK,B00014351Q,Nanan,One coat and your nails are beautiful! :) I love OPI and this one is beautiful. I received it very quickly too. I have had lots of comments and questions from people about my nails. This looks really cute painted over french tip nails too. :) recommended.,LOVE LOVE LOVE this!,1315440000,{'Color:': ' Show Us You Tips!'},
2833,5,,True,"08 9, 2011",A1E8EVEXVOMYQ4,B00014351Q,Phyllis Borba,I was very pleased with the product and the delivery.  I had been trying to locate it in local salons and was unsecessful.  I was pleased to find it online on Amazon.com.,OPI Nail Lacquer - Great!!!,1312848000,"{'Color:': "" Crawfishin' for a Compliment""}",
2834,4,3,True,"07 24, 2011",A3ILEYMMI5RM5V,B00014351Q,kishathediva,I love the color the only problem is that it tends to chip easily & instead of  chipping off small pieces like normal paint will do it come off the entire nail at once.,Blue Shimmer,1311465600,"{'Color:': "" Crawfishin' for a Compliment""}",
2835,5,,True,"06 2, 2011",A1778TMEPNDHUM,B00014351Q,C. Blaisdell,"i like to take pictures of my feet with or without shoes on, and i have an overwhelming # of pics with this color on my toes...it's too fabulous - reminds me of the perfect friday night and makes a gal happy.",this color makes me SO happy,1306972800,"{'Color:': "" Crawfishin' for a Compliment""}",
2836,4,,True,"05 26, 2011",AM56VJ2V292GL,B00014351Q,C. Falcone,"I love the look I get when I use this OPI color. If you catch the light just right it makes a disco reflection on a wall. However you need to put on a few coats to get the full blue color if you don't want to have an undercoat of a base color. I also hate the sand paper feel if I don't apply a top coat. Overall I do love this polish as well as the Katy Perry ""Last Friday Night"" sparkle as well. P.S. This polish works best on toes.",Love the look hate the feel.,1306368000,"{'Color:': "" Crawfishin' for a Compliment""}",
2837,5,4,True,"05 20, 2011",A21M3YYEERMG3D,B00014351Q,Sherrie H,"I have already ordered this product as well as OPI's glittery silver, rust and gold sparkly nail polish.  The coverage is fantastic and I have found other sparkly clear coats to put over whatever color I'm using and that makes it even more glittery
In the sun.

The product above and all the other OPI sparkly nail polish give terrific coverage with just two coats.  It is thick and sometimes I add a smidgeon of polish remover to make it less 'coarse' while preserving the fantastic color with a little more ease.
I would definitely give a 'go' to the blue, rust, gold and silver sparkly colors

If you like glitter and you love sparkly you've gotta' try these products!!
Sherrie H",OPI is my new love!!!,1305849600,"{'Color:': "" Crawfishin' for a Compliment""}",
2838,5,,True,"05 11, 2011",A3E6KV1TUVJEOY,B00014351Q,Jen Hanson,"This polish wears like iron!  It is thick for a glitter and coats very well.  The color has lots of shimmery blue, silver and a tiny bit of pink.  I will wear it on my toes all summer long.  Love, love, love!!  It says my hubby wrote this, but I am female! lol!",My favorite polish ever!,1305072000,"{'Color:': "" Crawfishin' for a Compliment""}",
2839,3,,True,"04 15, 2011",A211LQRD0CB1T8,B00014351Q,MegMig,"This polish is definitely a glitter as opposed to a full coverage polish.  It is not as coarse to the touch as most glitters (fine sandpaper feel) but was just fine after a top coat.  Lot of blue and silver in the color, not as gray as pictured.",It's ok for a glitter.,1302825600,"{'Color:': "" Crawfishin' for a Compliment""}",
2840,5,9,True,"03 19, 2011",A2NOIGZ6VV86IB,B00014351Q,erikatheicyone,"I recently purchased this polish because I love glitter and I am a nut for blue. Glitter? Blue? How could I go wrong? I certainly did not with this polish. OPI Simmer and Shimmer is beautiful. It applies smoothly, dries fast and feels surprisingly smooth to the touch, even before topcoat. Application of topcoat just enhances the beautiful sparkle and scintillation of this glitter. It is long wearing, for a glitter, too. I wore this for four days with no chipping or tip wear. Love this polish!",Soooo Pretty!,1300492800,"{'Color:': "" Crawfishin' for a Compliment""}",
2841,4,,True,"11 30, 2017",A5LB1C3ZFRM3D,B000142FVW,Mgb,It's fine,Four Stars,1512000000,{'Color:': ' Big Apple Red'},
2842,1,,True,"11 30, 2017",A1V2XN66YQXI2K,B000142FVW,Jessica,This is not the right color!!! I was very dissapointed :(,Wrong color,1512000000,{'Color:': ' Mimosas For Mr. & Mrs.'},
2843,5,,True,"11 30, 2017",ANI33HTQH0SG2,B000142FVW,T. Brewer,I love this color; I use other brands of nail polish but this is my Must Have Color-Berlin There Done That-the perfect neutral!,Berline There Done That FAV Color,1512000000,{'Color:': ' Berlin There Done That'},
2844,5,,True,"11 29, 2017",A3QYMHTAQKKX29,B000142FVW,Mary Katelynn Arris,good quality,Five Stars,1511913600,{'Color:': ' Black Onyx'},
2845,5,,True,"11 29, 2017",A12SOE3GBPIN0Z,B000142FVW,Ingrid V. Sanchez,great nude,Five Stars,1511913600,{'Color:': ' Put it in Nuetral'},
2846,5,,True,"11 29, 2017",ANJOSEY28WZ9V,B000142FVW,Cpagal,love the color and quality of this polish,Five Stars,1511913600,{'Color:': ' Pompeii Purple'},
2847,3,,True,"11 28, 2017",A2BU776XPDKT1N,B000142FVW,Sam S.,Such a pretty color but it literally takes 4 coats to get rid of streaks,Three Stars,1511827200,"{'Color:': "" It's in the Cloud""}",
2848,5,,True,"11 28, 2017",A314DG1PGHYV0C,B000142FVW,KIM,"I was sooo excited to find this polish.  This is the best purple color, and I always get compliments when I wear it.  I had this years ago but it was no longer available, so I was thrilled to find it on Amazon.",The perfect purple polish,1511827200,{'Color:': ' Purple with a Purpose'},
2849,4,,True,"11 28, 2017",A1BC3M1XIISGWL,B000142FVW,Amazon Customer,:),Four Stars,1511827200,{'Color:': ' Color So Hot It Berns'},
2850,5,,True,"11 27, 2017",A2KFA0PL4OWPY7,B000142FVW,Bwm1423,Great polish !,Five Stars,1511740800,{'Color:': ' Lincoln Park After Dark'},
2851,5,,True,"11 26, 2017",A3CZZLMO6KXSGH,B000142FVW,Jame,Love this color! Great product,Perfect,1511654400,{'Color:': ' Funny Bunny'},
2852,5,,True,"11 25, 2017",ANNCPSUVB0CHP,B000142FVW,B. Scholten,Amazing white color that truly is bright and stands out and lasts,Amazing white color opi alpine snow,1511568000,{'Color:': ' Alpine Snow'},
2853,5,,True,"11 25, 2017",A2TPN28CO00QPZ,B000142FVW,Amber&amp;amp;Kevin,Extremely happy with my purchase! I got chocolate moose and it was true to color shown in options! Also it's a one coater which I absolutely love.,Extremely happy with my purchase,1511568000,{'Color:': ' Chocolate Moose'},
2854,5,,True,"11 25, 2017",AFYE590WDO3JB,B000142FVW,AnnaBanana,Great color.  Love it because we live near the beach.,Love the coastal vibe with the color,1511568000,{'Color:': ' Cozu-melted in the Sun'},
2855,1,,True,"11 23, 2017",A9248OEFYGVCO,B000142FVW,Jessica Bernard,This appears to be a knockoff product. Bottle is not the same as OPI bottles I buy in the salon and the color is darker and more pink than other bottles of Bubble Bath that I have. Don't think this is the real thing.,Knockoff product,1511395200,{'Color:': ' Bubble Bath'},
2856,4,,True,"11 23, 2017",AN4GILAGRFZA0,B000142FVW,Amazon Customer,Pretty color,Four Stars,1511395200,{'Color:': ' Chick Flick Cherry'},
2857,5,,False,"11 22, 2017",A1JGLC16MJ08P0,B000142FVW,Kay Gee Bee,The color is dark.  The polish is thick and lasts a long time.,Love it!,1511308800,{'Color:': ' Black Cherry Chutney'},
2858,5,,False,"11 21, 2017",A1PK6S53Q44SS9,B000142FVW,LG_Infinia fan,Beautiful color! Great matte texture.,Five Stars,1511222400,{'Color:': ' I Am What I Amethyst'},
2859,2,,True,"11 21, 2017",A3C8LN73MNDDEF,B000142FVW,Kaylee Moncrief,"I bought several colors from this seller and they had been wonderful. ""Stop it I'm Blushing!"" however was a bust. The color is much paler in person than in the photo. The finish is also very tacky and peels quickly even when using a base and top polish.","... several colors from this seller and they had been wonderful. ""Stop it I'm Blushing",1511222400,"{'Color:': "" Stop it I'm Blushing!""}",
2860,1,,True,"11 21, 2017",A2DK9HPN7JOCZ,B000142FVW,Jun Weng,"Bought it on August, second time use it today, it looks terriable on nails, the texture is very watery.",Watery texture,1511222400,{'Color:': ' Bubble Bath'},['https://images-na.ssl-images-amazon.com/images/I/71Km1XujWbL._SY88.jpg']
2861,5,,True,"11 20, 2017",A2DARF22JBCUM8,B000142FVW,Christina M.,My favorite nude color polish.,Five Stars,1511136000,{'Color:': ' Bubble Bath'},
2862,5,,True,"11 20, 2017",A1T6ZC1L0E3HOO,B000142FVW,Eevee Ryan,"Fave fave fave color ever!!! Im always looking out for the perfect pink polish. Every time I see someone with the perfect pink polish on, I ask them what color they have on, and its always mod about you!!",Fave pink polish,1511136000,{'Color:': ' Mod About You'},
2863,5,,True,"11 19, 2017",A2B3QXG21OXO4U,B000142FVW,Susie Cooper,Great color and price,Yes,1511049600,{'Color:': ' Do You Lilac It?'},
2864,5,,True,"11 19, 2017",A3MV8YLE3K0RTY,B000142FVW,Carrie C. Neil,The color was beautiful.,Color,1511049600,{'Color:': ' Meet Me on the Star Ferry'},
2865,5,,True,"11 16, 2017",A1DH3O2YSHBPUS,B000142FVW,Louise Redpath,"I love OPI nail polish, it lasts with out chipping and is way to remove. The brush gives a good layer of polish without any excess. The colors are strong so two coats is perfect.",I love OPI nail polish,1510790400,{'Color:': ' Lincoln Park After Dark'},
2866,5,,True,"11 16, 2017",AV24L99FAJDW,B000142FVW,revmomad,"Several years ago, I was watching Giada De Laurentis on the food network. Her nail were short but I always loved the color, so one day I asked google what color she wore  and it was  Bubble-Bath! It is a nice neutral and makes you nails look great. I use Orly's rubberized base coat, 2 or 3 coats of polish and a clear top and it doesn't chip.",Love this polish,1510790400,{'Color:': ' Bubble Bath'},
2867,5,,True,"11 16, 2017",A2RPRL2IGEKEWX,B000142FVW,Amazon Customer,wonderful neutral color that enhances the natural nail look,Five Stars,1510790400,{'Color:': ' Put it in Nuetral'},
2868,5,,True,"11 16, 2017",A7WK7SKSNA4FV,B000142FVW,BoyMom,"My go-to color!  Product is great, delivered fast, holding up well.  Love it!",My go-to color!,1510790400,{'Color:': ' Bubble Bath'},
2869,5,,True,"11 16, 2017",A3LEFBA606D549,B000142FVW,T. B.,OPI is always good.  This color is just right!,My favorite Red.,1510790400,{'Color:': ' Dutch Tulips'},
2870,2,,True,"11 15, 2017",A12RAIJAW03MP3,B000142FVW,Amazon Customer,"If you are wanting legit OPI nail polish DO NOT BUY! These are definitely fakes...the only reason I gave a 2 star is because the product you receive it not horrible, but not the real thing. I wish I would have paid $5 instead of the $11 for getting something that is not the REAL brand.",Not the real OPI. :(,1510704000,{'Color:': ' Mimosas For Mr. & Mrs.'},
2871,1,,True,"02 21, 2018",ALS8F5J9FTWOJ,B00014351Q,Felicity Browne,Arrived burst and the color is chalky and streaky.,One Star,1519171200,{'Color:': ' Suzi Nails New Orleans'},
2872,3,,True,"02 10, 2018",A1A0X5S91V04B9,B00014351Q,Amazon Customer,Not sure if this is a fake. Real OPI feels different.,Three Stars,1518220800,{'Color:': ' Suzi Nails New Orleans'},
2873,1,,True,"02 10, 2018",A37BCU39BUJS83,B00014351Q,Suez,Very watery. Had to do 3 coats and I could still see streaks. May be a reject or knock off? Waste of $10. Too late to return. Tickle My Francine color was good though. Not sure why one was good and one was low quality.,Very watery and thin.,1518220800,{'Color:': ' Suzi Nails New Orleans'},
2874,5,,False,"02 10, 2018",AHVC1UKGZ16UG,B00014351Q,Momma22,"I got ""Take a right on Bourbon"" and loved it! It was a bit more brassy than I expected, but it still looked great. Everyone kept complementing me on the color.",Love!,1518220800,{'Color:': ' Take a Right on Bourbon'},
2875,5,,True,"02 9, 2018",A1BBC983CUGIOU,B00014351Q,Amazon Customer,"Great polish, not crazy about the color though.",Five Stars,1518134400,{'Color:': ' Got Myself into a Jam-balaya'},
2876,5,,False,"02 8, 2018",A2PS93J3B7E7JP,B00014351Q,SandyC,"THANKS!!!  I got exactly what I wanted - I learned about this color at a mani/pedi, came home to see if it was on Amazon and POOF - ordered, received and LOVE!!!  Thank you! ... OPI Nail Polish, New Orleans Collection, Take a Right on Bourbon, 0.5 fl. oz.","PERFECT - used at a salon, loved it, came home and POOF - you had it!  THANKS",1518048000,{'Color:': ' Take a Right on Bourbon'},
2877,5,,True,"01 31, 2018",A11MO2R6CZ2N8J,B00014351Q,JORAE,did not order.,Five Stars,1517356800,{'Color:': ' Got Myself into a Jam-balaya'},
2878,5,,True,"01 27, 2018",A4Y4L0KE2P3FZ,B00014351Q,Michael Sankovich,Applies easily and looks great.,Five Stars,1517011200,{'Color:': ' Rich Girls & Po-Boys'},
2879,5,,True,"01 26, 2018",A1RNGRP0AX14HY,B00014351Q,Cheryl Hinrichs,Great color timely shipping,Five Stars,1516924800,{'Color:': ' Got Myself into a Jam-balaya'},
2880,3,,True,"01 22, 2018",AKLV4KXEEKG6H,B00014351Q,theteacher124,It was OK. Soon as I started using this. I started back biting my nails...bad habit.,Lovely colour,1516579200,"{'Color:': "" Crawfishin' for a Compliment""}",
2881,1,2,True,"11 15, 2017",A2TIQ6KB4ARD3M,B000142FVW,Amazon Customer,"I haven't used the polish yet so I cant speak as to quality but I just wanted to warn purchasers that the bottle I recieved is definitely not an authentic OPI bottle. The labeling looks nothing like a genuine OPI bottle, I even compared it with bottles of the same brand I already own and know are genuine and the differences are obvious. I am fairly certain the seller is selling counterfeit OPI polish. Be warned that you are most likely going to receive a knock off.",Counterfeit,1510704000,{'Color:': ' My Vampire is Buff'},
2882,5,,True,"11 15, 2017",A29CKFUMRUHDNF,B000142FVW,Amazon Customer,Such a beautiful color and fast shipping.,Five Stars,1510704000,{'Color:': ' Hotter than You Pink'},
2883,5,,True,"11 15, 2017",AUXDZE74LLYFK,B000142FVW,Kimberly Tice,"Great color, coverage, and long lasting!",Five Stars,1510704000,{'Color:': ' Berlin There Done That'},
2884,5,,True,"11 15, 2017",AMJRVIFBMDQBA,B000142FVW,William P. Albrecht,Product as expected.,Five Stars,1510704000,{'Color:': ' Cosmo-Not Tonight Honey!'},
2885,3,,True,"11 14, 2017",A7OLKMZX00PRG,B000142FVW,Jessica B.,All-time favorite pink for the springtime... pink but neutral!,Three Stars,1510617600,{'Color:': ' Pink-Ing Of You'},
2886,5,,True,"11 14, 2017",A2TYPTVAFOTZEQ,B000142FVW,mylene b.,Love the color.,Five Stars,1510617600,{'Color:': ' Toucan Do It If You Try'},
2887,3,,True,"11 14, 2017",A1W5J1EGH0DXAI,B000142FVW,Theresa,Nice color but a little thick.,Three Stars,1510617600,"{'Color:': "" It's in the Cloud""}",
2888,1,,True,"11 14, 2017",A2S011HP8LULPP,B000142FVW,Amazon Customer,This is fake.  The color isn't close to the actual OPI color. Compared to other authentic opi nail polish bottles the packaging is off also,Fake product,1510617600,{'Color:': ' Tickle My France-y'},
2889,5,,True,"11 14, 2017",A1YQWL9SQ0MG5X,B000142FVW,Jennifer,"Love this color!  Its beautiful, everyone ALWAYS ask me what is the name?",Five Stars,1510617600,{'Color:': ' Mod About You'},
2890,1,,True,"11 14, 2017",A2YCR83RIX4755,B000142FVW,Jojo,Broke in box,One Star,1510617600,{'Color:': ' AmazON...AmazOFF'},
2891,5,,True,"01 21, 2018",A47O9RJKT86M6,B00014351Q,J. Adams,"Great peachy-pink neutral color.  I first noticed it at the nail salon, and it worked out so well I had to buy a bottle for myself.",Great peach-pink neutral - goes with anything,1516492800,{'Color:': ' Humidi-Tea'},
2892,5,,False,"01 12, 2018",A3UEVER7RUU0HG,B00014351Q,Allison H,Beautiful color!,Rich Girls & Po Boys,1515715200,{'Color:': ' Rich Girls & Po-Boys'},
2893,5,,True,"01 11, 2018",A30S2866S3A52T,B00014351Q,Amazon Customer,"very pretty, OPI quality",Five Stars,1515628800,{'Color:': ' Got Myself into a Jam-balaya'},
2894,5,,True,"12 30, 2017",A1MJ3GJJF5KWRB,B00014351Q,Teresa M. Sickel-souza,great,Five Stars,1514592000,{'Color:': ' Spare Me a French Quarter?'},
2895,5,,True,"12 11, 2017",AVY13724U41I4,B00014351Q,Greg,Color is a perfect neutral and Im never disappointed by OPI polishes,Five Stars,1512950400,{'Color:': ' Humidi-Tea'},
2896,5,,True,"11 10, 2017",A15KVYH0LUN7AT,B00014351Q,P Bradley,Love OPI - like this shade,Love!,1510272000,{'Color:': ' Humidi-Tea'},
2897,5,,True,"11 8, 2017",A3BT8AWGRVOY6Z,B00014351Q,Christina Sandra,Perfect summer and spring color,Five Stars,1510099200,{'Color:': ' Got Myself into a Jam-balaya'},
2898,5,,True,"11 4, 2017",A3C0BI5ZCQD0OU,B00014351Q,Sarah McCutcheon,This color is so pretty. OPI is so reliable.,Love!,1509753600,{'Color:': ' Rich Girls & Po-Boys'},
2899,5,,True,"10 31, 2017",A37A5EPAWF7L3Y,B00014351Q,Susan,love OPI polish.,great polish,1509408000,{'Color:': ' I Manicure for Beads'},
2900,5,,False,"10 29, 2017",A1KLOHOWGT7V9A,B00014351Q,Barbara B,Beautiful color!,OPI is the best but personally I think they could have more colors... this is my favorite!,1509235200,"{'Color:': "" Crawfishin' for a Compliment""}",
2901,5,,True,"10 20, 2017",ADEJ9F4AYA4HQ,B00014351Q,IdyG,Just the color I was looking for to match an outfit. It is a fun color also,It is a fun color also,1508457600,"{'Color:': "" I'm Sooo Swamped!""}",
2902,5,,True,"10 16, 2017",A21HPHZZ22CGD5,B00014351Q,Little Legume,Purrfect! Meow!,Stunning color.,1508112000,{'Color:': ' Rich Girls & Po-Boys'},
2903,2,,True,"10 14, 2017",A2VVD72G18UJ3B,B00014351Q,Kevin Kiely,Used it over a bright polish I bought. You would need 5 coats to cover and not still see your toe nails.,Not worth the money.,1507939200,"{'Color:': "" Crawfishin' for a Compliment""}",
2904,2,,True,"10 13, 2017",A2LC08IYE1THK0,B00014351Q,Nancy,It wasn't the color I expected. I plugged the item number in even.,Two Stars,1507852800,{'Color:': ' Show Us You Tips!'},
2905,5,,True,"10 11, 2017",A310JQXXL0L8TX,B00014351Q,mfarrar,Just what I wanted. Love Opi brand.,Great endurance,1507680000,{'Color:': ' Humidi-Tea'},
2906,5,,True,"10 9, 2017",AVUWBZYIGXCWH,B00014351Q,Judio,Pretty color!,Very pretty pink,1507507200,{'Color:': ' Spare Me a French Quarter?'},
2907,5,,True,"10 7, 2017",AC5X1VGE2TGYO,B00014351Q,IslandTime,I normally wear bright colors but wanted to tone it down a bit. This is a very nice color and OPI is the best!,This is a very nice color and OPI is the best,1507334400,{'Color:': ' Humidi-Tea'},
2908,5,,True,"10 7, 2017",A3G99Q2S1RUUDG,B00014351Q,cindy,Great for touch ups of my shellac,Five Stars,1507334400,{'Color:': ' Spare Me a French Quarter?'},
